pid,b_name,title,size,og_price,new_price,sold_price,is_sold,old_date,new_date,%p_change,Link,uname,ship_cost,amt_sold,amt_feedback,amt_listings,desc,amt_likes,prf_link,feed_link,size_desc,loc,amt_pics
13847023,Vintage,Vintage 1985 Jordan 1 Knock Off Chicago,10,NA,NA,$170,True,NA,Sold  1 year ,NA,/listings/13847023-vintage-vintage-1985-jordan-1-knock-off-chicago,Itiswhatitisitwaswhatitwas,NA,(51),17 ,2 ,"POWER is the brand
From 1985
OG sticker on insole
History
Still wearable surprisingly
Enjoy",12,https://www.grailed.com/Itiswhatitisitwaswhatitwas,https://www.grailed.com/Itiswhatitisitwaswhatitwas/feedback,Size: US 10 / EU 43,NA,8
13550977,Vintage,1985 Jordan 1 Chicago,10,NA,NA,"$1,000",True,NA,Sold  1 year ,NA,/listings/13550977-vintage-1985-jordan-1-chicago,itsbrand0n,NA,(190),103 ,0 ,"Sz 10 and fit true
No flaw just general wear
Hate to sell but have to
Looking for new home
No box but come with white laces
No lowballs please come right or not at all",73,https://www.grailed.com/itsbrand0n,https://www.grailed.com/itsbrand0n/feedback,Size: US 10 / EU 43,NA,7
13634516,Jordan Brand × Nike × Vintage,Air Jordan 1 Chicago 1985,8.5,NA,NA,"$1,050",True,NA,Sold  1 year ,NA,/listings/13634516-jordan-brand-x-nike-x-vintage-air-jordan-1-chicago-1985,JacobsGems,NA,(123),46 ,11 ,Og air Jordan 1s in great condition for being almost 35 years old and no restorations! Feel free to ask questions. Thanks,37,https://www.grailed.com/JacobsGems,https://www.grailed.com/JacobsGems/feedback,Size: US 8.5 / EU 41-42,NA,7
13523653,Jordan Brand × Nike,1985 Nike Air Jordan Og Chicago 1,11,NA,NA,$750,True,NA,Sold  1 year ,NA,/listings/13523653-jordan-brand-x-nike-1985-nike-air-jordan-og-chicago-1,lux,NA,(121),18 ,1 ,"Selling a very worn out 1985 pair - shoes only
Will ship double boxed with replacement box.
Pics shows all signs of wear, typical for the show of this age: Scratches on leather, heel drag, yellowing, etc.
Not pictured:
Ankle padding on right show is pretty cracked, left one is slightly cracked but better than the right one.
Has OG insole, but really worn out.
Message me if interested. Free shipping in US anywhere else, please message me for a quote.",15,https://www.grailed.com/lux,https://www.grailed.com/lux/feedback,Size: US 11 / EU 44,NA,8
13143321,Jordan Brand × Nike,Air More Uptempo Qs Chicago City Series Pack 2017,7.5,NA,NA,$78,True,NA,Sold  1 year ,NA,/listings/13143321-jordan-brand-x-nike-air-more-uptempo-qs-chicago-city-series-pack-2017,elinafilipp,NA,(4),1 ,2 ,Scottie Pippen CHI sneakers. Bought in Chicago with original receipt! Worn only a couple of times for photo shoots. Available for local pick up in LA or shipping.,2,https://www.grailed.com/elinafilipp,https://www.grailed.com/elinafilipp/feedback,Size: US 7.5 / EU 40-41,NA,4
13218016,Jordan Brand,Nike Air Jordan 1 Low Chicago Sz 13,13,NA,NA,$175,True,NA,Sold  1 year ,NA,/listings/13218016-jordan-brand-nike-air-jordan-1-low-chicago-sz-13,Justifiedjay813,NA,(103),80 ,0 ,"-SHOES ARE IN GREAT CONITION NO HEEL DRAG OR EXCESSIVE CREASING IN TOE BOX
- NO OG BOX
EMAIL ME W QUESTIONS",25,https://www.grailed.com/Justifiedjay813,https://www.grailed.com/Justifiedjay813/feedback,Size: US 13 / EU 46,NA,7
11795807,Jordan Brand,1985 Jordan 1 Chicago Bowen Designs Statue,os,NA,NA,$110,True,NA,Sold  1 year ,NA,/listings/11795807-jordan-brand-1985-jordan-1-chicago-bowen-designs-statue,edwin_laflame,NA,(28),13 ,1 ,"Don’t see this every day
Mini version of a 1985 Jordan 1 in Chicago colorway.
Details from color and shape are 100% on point. It’s actually pretty heavy when you hold it in your hand.
Great for just having on your desk to admire, one of kind",24,https://www.grailed.com/edwin_laflame,https://www.grailed.com/edwin_laflame/feedback,Size: ONE SIZE,NA,4
12413335,Jordan Brand,Air Jordan 2 Retro Chicago Home 2014,12,NA,NA,$68,True,NA,Sold  1 year ,NA,/listings/12413335-jordan-brand-air-jordan-2-retro-chicago-home-2014,bosoxfreak619,NA,(2),1 ,1 ,"7/10 condition
No box",5,https://www.grailed.com/bosoxfreak619,https://www.grailed.com/bosoxfreak619/feedback,Size: US 12 / EU 45,NA,7
12755834,Jordan Brand × Nike,Air Jordan 1 High 1985 Chicago,8.5,NA,NA,$650,True,NA,Sold  1 year ,NA,/listings/12755834-jordan-brand-x-nike-air-jordan-1-high-1985-chicago,SeekVintage,NA,(126),44 ,6 ,"- Size 8.5
- Great Vintage Condition
- No Box
- First Jordan’s Ever
- 100% Authentic - From Goat App
💲FREE Shipping
💲ON SALE💲
Grab this one of a kind item for a steal!
Thanks for checking out Seek Vintage Shop. We have tons of other great deals and cool vintage items on our page. Check us out on...
Instagram: @seekvintageclothing
Grailed: www.grailed.com/SeekVintage
Depop: www.depop.com/seek_vintageclothing
#rare #seakers #vintage #streetwear #hypebeast
metallica bandtees bape streetwear supreme supremenyc sneakers shoes vintage vintageclothing polo PRL polosport poloralphlauren tommy tommyhilfiger teamlotus champion guess airmax offwhite airforce1 virgilabloh adidas hiphop thrift",66,https://www.grailed.com/SeekVintage,https://www.grailed.com/SeekVintage/feedback,Size: US 8.5 / EU 41-42,NA,11
12919070,Jordan Brand × Vintage,Air Jordan 1 Chicago 1985 Og Sz 9,9,NA,NA,$300,True,NA,Sold  1 year ,NA,/listings/12919070-jordan-brand-x-vintage-air-jordan-1-chicago-1985-og-sz-9,quadefeller,NA,(87),30 ,3 ,"Have og soles and midsoles, laces were stolen",22,https://www.grailed.com/quadefeller,https://www.grailed.com/quadefeller/feedback,Size: US 9 / EU 42,NA,6
12732473,Jordan Brand × Nike,Air Jordan 1 High 1985 Chicago,11,NA,NA,$520,True,NA,Sold  1 year ,NA,/listings/12732473-jordan-brand-x-nike-air-jordan-1-high-1985-chicago,JSAK,NA,(5),4 ,2 ,"100% Authentic PRE-OWNED Jordan 1 Chicago colorway from 1985.
Pictures show all wear.
In-soles are very worn and no longer show the “Nike Air”.
Does not come with box!",32,https://www.grailed.com/JSAK,https://www.grailed.com/JSAK/feedback,Size: US 11 / EU 44,NA,7
12725397,Jordan Brand × Nike × Vintage,1985 Air Jordan 1 Chicago,8,NA,NA,$670,True,NA,Sold  1 year ,NA,/listings/12725397-jordan-brand-x-nike-x-vintage-1985-air-jordan-1-chicago,capitalletters,NA,(3),3 ,0 ,"You know what it is. The sneaker that started it all.
35 year old shoe, so definitely don’t expect the shoes to be brand new. They are still wearable, I’ve worn them multiple times, however, I DO NOT take any responsibility after you purchase it. So wear at your own risks.
Shoe code listed as 1994 as they don’t have the code for 1985s.
These are a size 8, the tags have faded, however they fit a tts 8. All the flaws are shown, there is a bit of cracking here and there, however I think its been worn to perfection. the outshoe has been glued as there was a bit of cracking. Comes with og insoles, og black laces and replacement box, as pictured, what u see is what u get.
All shippings from Sydney, Australia 🇦🇺.
Open to offers, but not in a rush to sell.
Faster response: @christopheradriel1
Strictly no refunds and returns once you’ve purchased it, so please check all the pictures and ensure you’re happy with the purchase.",16,https://www.grailed.com/capitalletters,https://www.grailed.com/capitalletters/feedback,Size: US 8 / EU 41,NA,20
12437741,Jordan Brand,Air Jordan 1 1985 Chicago,9.5,NA,NA,$725,True,NA,Sold over 1 year ,NA,/listings/12437741-jordan-brand-air-jordan-1-1985-chicago,scarce,NA,(196),76 ,0 ,"OG 1985 Chicago 1
Size 9.5
No box
These shoes might have been repainted, although i’m not sure. Previous owner wasnt 100% sure if they were or not. Bottoms are still in decent shape, not a lot of heel drag but some is present. Collars are thin due and have cracked/deteriorated. Various marks throughout. Still 100% wearable. OG Insoles & soles, no soleswaps have been done.
IG @curatedvan",23,https://www.grailed.com/scarce,https://www.grailed.com/scarce/feedback,Size: US 9.5 / EU 42-43,NA,6
12312530,Jordan Brand × Nike,Air Jordan 1 High 1985 Chicago,7.5,NA,NA,$530,True,NA,Sold over 1 year ,NA,/listings/12312530-jordan-brand-x-nike-air-jordan-1-high-1985-chicago,RSVRD,NA,(143),102 ,3 ,"Size: 7.5
Instagram: @Rsvrd",17,https://www.grailed.com/RSVRD,https://www.grailed.com/RSVRD/feedback,Size: US 7.5 / EU 40-41,NA,6
11647338,Jordan Brand,1985 Air Jordan 1 High Chicago,11,NA,NA,$620,True,NA,Sold over 1 year ,NA,/listings/11647338-jordan-brand-1985-air-jordan-1-high-chicago,murderarchive,NA,(1855),978 ,719 ,"Condition is to be determined by the buyer (comes exactly as pictured)
Size: 11.5; Fits like a true to size 11 due to aging
Needs no explanation, a true grail for many. 1985 Jordan 1 in the original colorway.
Don't miss out :)
Instagram: @murderarchive",93,https://www.grailed.com/murderarchive,https://www.grailed.com/murderarchive/feedback,Size: US 11 / EU 44,NA,16
12150017,Jordan Brand,1985 Jordan 1 Chicago,9.5,NA,NA,$440,True,NA,Sold over 1 year ,NA,/listings/12150017-jordan-brand-1985-jordan-1-chicago,michaelhamnguyen,NA,(60),38 ,0 ,"Pretty good condition for its age. Usual flaws with 1985 pairs like paint cracks, yellowed sole, etc.
Original description^
Worn for a solid 6 months since purchasing. Sturdy soles. Ankle braces have definitely crumbled but don’t affect wear. OG everything according to previous owner. Appears to have been repainted.
No box.",41,https://www.grailed.com/michaelhamnguyen,https://www.grailed.com/michaelhamnguyen/feedback,Size: US 9.5 / EU 42-43,NA,5
12038208,Jordan Brand × NBA × Vintage,1985 Air Jordan 1 Og High “chicago”,10,NA,NA,$700,True,NA,Sold over 1 year ,NA,/listings/12038208-jordan-brand-x-nba-x-vintage-1985-air-jordan-1-og-high-chicago,shapeformates,NA,(463),249 ,79 ,"Welcome to my store. Follow me if you want to cop rare and authentic items. All prices are negotiable.
Extremely rare item:
1985 Air Jordan 1 OG High “Chicago”
10 us
Check condition by photos
This is OG 34 y.o. pair
100% Authentic
Without OG box
No returns!!!
Worldwide shipping
Lowballs will ignored",25,https://www.grailed.com/shapeformates,https://www.grailed.com/shapeformates/feedback,Size: US 10 / EU 43,NA,14
11797793,Jordan Brand,Og 1985 Air Jordan 1 Chicago,10.5,NA,NA,"$2,753",True,NA,Sold over 1 year ,NA,/listings/11797793-jordan-brand-og-1985-air-jordan-1-chicago,scarce,NA,(196),76 ,0 ,"Jordan 1 1985 Chicago
Size 10.5 US
Insane condition. Still have majority of the stars. Little to no heel drag. View pictures to see condition... I’d call these immaculate. Some would call these close to DS. Look at the insoles...
Yes... That is the Original Box. It also has some of the OG paper in the box.
Comes with OG Box, OG Insoles, and new replacement black laces.
In no rush to move these... find me another pair with box and in this size/condition.
IG @curatedvan",39,https://www.grailed.com/scarce,https://www.grailed.com/scarce/feedback,Size: US 10.5 / EU 43-44,NA,11
11809689,Nike × Vintage,Air Jordan 1 Retro High 1985 Chicago 1985,11,NA,NA,$600,True,NA,Sold over 1 year ,NA,/listings/11809689-nike-x-vintage-air-jordan-1-retro-high-1985-chicago-1985,dash,NA,(315),209 ,6 ,"Please judge condition by pictures!
Shoes are still wearable.
Original insoles included but I recommend buying a new set.
Shipping within the US ONLY
Shoes will be shipped with USPS Signature confirmation.
All sales are final.",83,https://www.grailed.com/dash,https://www.grailed.com/dash/feedback,Size: US 11 / EU 44,NA,7
11411446,Jordan Brand,Air Jordan 1 High 1985 Chicago,9.5,NA,NA,"$2,500",True,NA,Sold over 1 year ,NA,/listings/11411446-jordan-brand-air-jordan-1-high-1985-chicago,Teav,NA,(26),14 ,4 ,"Collector's item. 34 years old. Worn twice at most by myself and then stored away. Probably one of the cleanest worn pairs you'll ever see. This belongs in a museum tbh.
1985 Chicago 1s
size 9.5
Condition: so clean it makes some 2015s out there look bad. Certain flaws from age must be considered as they are old.
Find me another size 9.5 this clean and I'll match the price.
100% wearable.
Original red laces, rep white laces.
Original Insoles (taped but removable)
Original soles (still has over 95% stars remaining on the toeboxes).
Comes with glass box (slightly damaged).
No returns, final sale.",36,https://www.grailed.com/Teav,https://www.grailed.com/Teav/feedback,Size: US 9.5 / EU 42-43,NA,16
11657135,Jordan Brand,"Air Jordan 1 Defiant ""la To Chicago""",11,NA,NA,$225,True,NA,Sold over 1 year ,NA,/listings/11657135-jordan-brand-air-jordan-1-defiant-la-to-chicago,dvn_bush,NA,(34),9 ,1 ,Selling my 100% authentic pair of LA to Chi's in a size 11. Purchased from RoundTwo in Hollywood. Left shoe paint is removed while right shoe still has the purple and yellow colorblock. Insoles are removed from inside the shoe. Great condition! HMU if interested and no low-balling!,10,https://www.grailed.com/dvn_bush,https://www.grailed.com/dvn_bush/feedback,Size: US 11 / EU 44,NA,4
11594506,Jordan Brand,Air Jordan 1 Retro High 1994 Chicago **final Drop**,8,NA,NA,$485,True,NA,Sold over 1 year ,NA,/listings/11594506-jordan-brand-air-jordan-1-retro-high-1994-chicago-final-drop,jryals,NA,(487),186 ,0 ,AJ 1994 1 High OG sz 8. Has been worn but in great condition for this shoes age. OG 1994 Chicago colorway the first year Nike ever OG’ed the Chicago 1s. Super sick shoe for any Jordan collector. Comes with three sets of laces. Authenticated and purchased from GOAT,10,https://www.grailed.com/jryals,https://www.grailed.com/jryals/feedback,Size: US 8 / EU 41,NA,13
11574164,Jordan Brand,Jordan 1.5 Chicago The Return,12,NA,NA,$135,True,NA,Sold over 1 year ,NA,/listings/11574164-jordan-brand-jordan-1-5-chicago-the-return,homelessballer,NA,(131),56 ,2 ,"Chicago 1.5 from 2015
Practically brand new
Hard to find this colorway in this condition close to the retail price.
Size 12 fits TTS
Only tried on and walked around in my home. Never worn outside.
First come first serve",9,https://www.grailed.com/homelessballer,https://www.grailed.com/homelessballer/feedback,Size: US 12 / EU 45,NA,11
10109423,Jordan Brand,*final Drop* Nike Air Jordan 1 1985 Og Chicago,7,NA,NA,$425,True,NA,Sold over 1 year ,NA,/listings/10109423-jordan-brand-final-drop-nike-air-jordan-1-1985-og-chicago,finnohfinn,NA,(21),10 ,0 ,"The Nike Air Jordan 1985 OG ‘Chicago’
Worn but in far better condition than other pairs you’ll seen on here
- Note the lack of heel drag
Size US7 EU40 RARE
OG 1985 shoe in the classic CW
No OG box, laces are OG
Feel free to pm with questions!
No returns
LOWBALLERS WILL BE BLOCKED",72,https://www.grailed.com/finnohfinn,https://www.grailed.com/finnohfinn/feedback,Size: US 7 / EU 40,NA,6
11453471,Jordan Brand,Original 1985 Wearable Chicago Og Air Jordan 1 In Size 12,12,NA,NA,$965,True,NA,Sold over 1 year ,NA,/listings/11453471-jordan-brand-original-1985-wearable-chicago-og-air-jordan-1-in-size-12,j-z-a7,NA,(308),179 ,11 ,"This listing is for an original WEARABLE OG pair of 1985 Chicago Jordan 1’s in unbelievable condition. I’ve never seen another 1985 Chicago 1 in this shape for sale before. The uppers are immaculate, the collars are still soft and plush and the leather is still flexible! These shoes were stored in a special storage case, which is included. As you can see from the photos, these shoes couldn’t be in better shape. There is little heel drag, the mid sole is completely intact with no chipping and the uppers are in great shape. Shoes are 100% authentic. Shoes are a size 12 with size print still visible and pictured. Black dye has been professionally applied on the collar to hide chipping from age. Otherwise, shoes are in original condition and have not been restored or painted.
These will be sent to you bubble wrapped and carefully secured so the shoes do not bounce around in the box. Tissue paper has been put on inside of shoe to protect shoe and reinforce cardboard shoetree during shipping. Please keep in mind that only these shoes with case will ship. For this specific item I will not be accepting returns under any circumstance, as item is perfectly described and shown. Given the rarity of this item, detailed documentation (photo and video) has been taken to ensure a smooth transaction demonstrating the shoe in detail, as well as the plush flexibility of the collars (demonstrating wearability). Please request additional pictures if you’d like a closer look, I’d be happy to send them to you! Please only purchase with intent to pay and thank you for looking!
Feel free to message with questions!",11,https://www.grailed.com/j-z-a7,https://www.grailed.com/j-z-a7/feedback,Size: US 12 / EU 45,NA,16
11387755,Jordan Brand × Vintage,Og 1985 Air Jordan 1 Chicago,9,NA,NA,$780,True,NA,Sold over 1 year ,NA,/listings/11387755-jordan-brand-x-vintage-og-1985-air-jordan-1-chicago,BigTittySosa,NA,(19),8 ,9 ,"Got some mf heat for y’all. Got your daddy’s ball shoes on deck. 1985 Jordan 1 Chicago size 9. Used, but not bad at all for a 34 year old shoe. No og box or anything like that, but og laces (Black/white) and insole is surprisingly in great condition. Rate condition on your own. 100% wearable. Copped from GOAT so legitimacy is there. Took hella pictures but hmu with any questions or concerns if any. Offers always welcomed. US shipping only, sorry. Get these bad boys while you can. 😤😤",9,https://www.grailed.com/BigTittySosa,https://www.grailed.com/BigTittySosa/feedback,Size: US 9 / EU 42,NA,18
9518578,Nike,1985 Og Chicago Air Jordan 1’s,9.5,NA,NA,"$1,825",True,NA,Sold over 1 year ,NA,/listings/9518578-nike-1985-og-chicago-air-jordan-1-s,leafygreens,NA,(48),11 ,1 ,"Beautiful condition size 9.5 Jordan 1’s
Comes with og black laces",66,https://www.grailed.com/leafygreens,https://www.grailed.com/leafygreens/feedback,Size: US 9.5 / EU 42-43,NA,10
11170121,Jordan Brand × Nike,Nike Sb X Air Jordan 1 ‘la To Chicago ‘,14,NA,NA,$207,True,NA,Sold over 1 year ,NA,/listings/11170121-jordan-brand-x-nike-nike-sb-x-air-jordan-1-la-to-chicago,dashondiesel,NA,(16),4 ,0 ,"8/10 condition
Slight creases on toe box
Comes with all laces",6,https://www.grailed.com/dashondiesel,https://www.grailed.com/dashondiesel/feedback,Size: US 14 / EU 47,NA,5
11155434,Jordan Brand,1985 Air Jordan 1 High Chicago,11.5,NA,NA,$400,True,NA,Sold over 1 year ,NA,/listings/11155434-jordan-brand-1985-air-jordan-1-high-chicago,,NA,0,40 ,0 ,"A true grail here
1985 Jordan 1 Chicago
Extremely rare size, 11.5
A ton of life left in these, aged beautifully
Will ship ASAP",21,https://www.grailed.com/robriveradesign,https://www.grailed.com/robriveradesign/feedback,Size: US 11.5 / EU 44-45,NA,6
10445286,Nike,1985 Air Jordan 1 Chicago Og,13,NA,NA,"$2,250",True,NA,Sold over 1 year ,NA,/listings/10445286-nike-1985-air-jordan-1-chicago-og,tfmcmil1,NA,(10),0,0 ,"Rare Size 13
pristine condition
Worn once by original owner in 85, never worn again
Rep Box
any more questions feel free to ask
Will be double boxed and packaged correctly to preserve shoe",22,https://www.grailed.com/tfmcmil1,https://www.grailed.com/tfmcmil1,Size: US 13 / EU 46,NA,11
10780555,Jordan Brand,Air Jordan 1 Retro High 2013 Chicago,9,NA,NA,$250,True,NA,Sold over 1 year ,NA,/listings/10780555-jordan-brand-air-jordan-1-retro-high-2013-chicago,tote2deks,NA,(202),152 ,0 ,"7.5/10 used condition
Just some light creasing and light scuffs
Plenty of life left
1000% authentic
DM me for any inquiries
Shipped in an Envelope NO BOX",12,https://www.grailed.com/tote2deks,https://www.grailed.com/tote2deks/feedback,Size: US 9 / EU 42,NA,12
10624807,Nike,1985 Og Chicago Air Jordan 1’s,9.5,NA,NA,$965,True,NA,Sold over 1 year ,NA,/listings/10624807-nike-1985-og-chicago-air-jordan-1-s,4DKidz,NA,(2),2 ,0 ,"Somebody’s grail!
Excellent condition throughout considering their age. Absolutely wearable. But obviously wouldn’t play ball in them.
They are a collectors item and being sold as such. So wear at your own risk. I put sole protectors on them to conserve the original soles and it worked wonderfully. I have since removed the sole protectors to take these photos.
Very little to no crunch in the collars. Only real wear on them is on the leather collars. Typical for some OG 1’s. But not so bad that they’re an eye sore.
Please feel free to message and ask any and all questions.
Item will be video’d AT THE POST OFFICE while being packed, sealed, and shipped for both buyer and seller protection.
NO returns.",3,https://www.grailed.com/4DKidz,https://www.grailed.com/4DKidz/feedback,Size: US 9.5 / EU 42-43,NA,13
10377357,Jordan Brand,Jordan 1 Chicago Low,13,NA,NA,$90,True,NA,Sold over 1 year ,NA,/listings/10377357-jordan-brand-jordan-1-chicago-low,BlakeNosal1,NA,(79),30 ,1 ,Used shoes. No major flaws and no box. Worn condition but still have a lot of life left in em! 100% authentic,9,https://www.grailed.com/BlakeNosal1,https://www.grailed.com/BlakeNosal1/feedback,Size: US 13 / EU 46,NA,11
10275235,Nike,"1985' Nike Air Jordan 1 ""chicago”",11.5,NA,NA,"$1,050",True,NA,Sold over 1 year ,NA,/listings/10275235-nike-1985-nike-air-jordan-1-chicago,asuka,NA,(508),354 ,10 ,"Size: 11.5
Condition: Excellent despite age
100% Authentic Guaranteed
The holy grail of Air Jordan 1s, from 1985. Excellent condition despite its age. Rarely any heel drag, almost 100% stars on the bottom, and completely wearable 100%.
The item will be shipped within 24-48 hours of receiving payment. It will be boxed up, and shipped out via USPS Priority Mail and the buyer will be provided with a tracking number + signature confirmation.
All sales are final. There are no refunds, and no returns. ALL TIME WASTERS WILL BE BLOCKED! Do NOT message me with offers without asking proper questions. I treat all buyers with the upmost respect, and hopefully the done can be the same vice versa. Thank you! <3",25,https://www.grailed.com/asuka,https://www.grailed.com/asuka/feedback,Size: US 11.5 / EU 44-45,NA,16
10279692,Jordan Brand × Nike × Vintage,1985 Vintage Air Jordan 1 Chicago Og,8,NA,NA,$550,True,NA,Sold over 1 year ,NA,/listings/10279692-jordan-brand-x-nike-x-vintage-1985-vintage-air-jordan-1-chicago-og,ItsXkulXshopX,NA,(306),126 ,181 ,"🔥Nike Air Jordan 1 “Chicago” OG 1985 Vintage🔥
.
Sole still flexible, elastic, refer last photo as a proof,
.
Precious Gems/Art with STEAL price :)
Very first history of Air Jordan name brand , product launched 1985,
For almost 34 Years ago, iconic shoes, and the most legend/oldest among all Jordan shoes! .
Its a Very valuable product
Made In Korea🇰🇷
.
No OG box Replacement box will be given📦
Dont sleep
.
📦📬FOR SHIPPING OPTION/INQUIRY SUCH AS UPGRADE OR COMBINE PLEASE MESSAGE ME BEFORE PURCHASE📦📬
.
*📞📲PLEASE INCLUDE YOUR EMAIL/CONTACT NUMBER FOR THE SHIPPING PROCESS📞📲
🚫NO REFUND/RETURN🚫",31,https://www.grailed.com/ItsXkulXshopX,https://www.grailed.com/ItsXkulXshopX/feedback,Size: US 8 / EU 41,NA,25
8777508,Jordan Brand,Air Jordan 1 Chicago Og 1985,8.5,NA,NA,$770,True,NA,Sold over 1 year ,NA,/listings/8777508-jordan-brand-air-jordan-1-chicago-og-1985,tedwong00,NA,(3),2 ,1 ,"Found in the thrift, no box. Wouldn't mind keeping such an amazing find but open to selling.
Sold as is, pictures dictates condition.
**Foam padding around the heel upper is super stiff, I do NOT recommend wearing these. Due to age, WEAR AT YOUR OWN RISK. **
Other than that, overall condition is pretty clean. Minimal damage to the sole.
Hmu if you have any concerns or questions.",126,https://www.grailed.com/tedwong00,https://www.grailed.com/tedwong00/feedback,Size: US 8.5 / EU 41-42,NA,9
10245384,Jordan Brand,"Air Jordan 1 ""chicago"" 1985",10.5,NA,NA,"$1,008",True,NA,Sold over 1 year ,NA,/listings/10245384-jordan-brand-air-jordan-1-chicago-1985,willclarke213,NA,(10),2 ,0 ,Cracking on uppers and slightly used bottoms,0,https://www.grailed.com/willclarke213,https://www.grailed.com/willclarke213/feedback,Size: US 10.5 / EU 43-44,NA,6
10134188,Jordan Brand,Jordan 1 Chicago 2013,9,NA,NA,$330,True,NA,Sold over 1 year ,NA,/listings/10134188-jordan-brand-jordan-1-chicago-2013,alexbarreto4421,NA,(48),31 ,26 ,"Comes with og box
Only flaw is toe creases
No other flaws",29,https://www.grailed.com/alexbarreto4421,https://www.grailed.com/alexbarreto4421/feedback,Size: US 9 / EU 42,NA,5
9974142,Nike,Air Jordan 1 Chicago 1985 Og 10,10,NA,NA,$675,True,NA,Sold almost 2 years ,NA,/listings/9974142-nike-air-jordan-1-chicago-1985-og-10,raydvalle,NA,(852),504 ,6 ,"100% Authentic
Does not come with box
US MENS SIZE 10
Air Jordan 1 Chicago from 1985
Upper around collar (black part) has been restored",29,https://www.grailed.com/raydvalle,https://www.grailed.com/raydvalle/feedback,Size: US 10 / EU 43,NA,10
9866301,Nike,Jordan Chicago 1,11.5,NA,NA,$270,True,NA,Sold almost 2 years ,NA,/listings/9866301-nike-jordan-chicago-1,zackluck,NA,(8),2 ,1 ,Jordan Chicago 1 11.5 2013 release. I’d say 8-8.5/10 size 11.5 low ballers will be ignored.,2,https://www.grailed.com/zackluck,https://www.grailed.com/zackluck/feedback,Size: US 11.5 / EU 44-45,NA,3
9873246,Nike,1985 Air Jordan 1 Chicago - Size 11 100% Og And Wearable!!!,11,NA,NA,"$1,350",True,NA,Sold almost 2 years ,NA,/listings/9873246-nike-1985-air-jordan-1-chicago-size-11-100-og-and-wearable,stevenskio,NA,(42),22 ,15 ,"1985 Air Jordan 1 Chicago - Size 11 100% OG and Wearable!!! Willing to make a sensible deal. No Low Ball Offers Please!
Shoe Characteristics:
1985 Nike Air Jordan 1 (Chicago) Banned Sz 11 TY Vintage OG. Condition is Pre-Owned and Worn when released in the 80's. This shoe is 34 years old and is the start of it all! It was the most expensive basketball shoe of its time at $65.00/pair. These have been in my family since 1985. There are no returns. I will record the shipping of the sneakers to ensure that scammers cannot scam. Very minor yellowing appearing on the mid sole due to age but mostly off white. This is some wonderful wear on the leather throughout. Toe box has minor defects. Replacement laces, and OG soles. The leather is very flexible making it extremely wearable! The black leather collars have worn away. However, there are still hints of black left giving it some character. The shoes do not come with the original box as the box could not be salvaged after being in the closet for so many years. The soles are red all the way through and have no white bone showing. There is a little heel drag but nothing too drastic in my opinion. Overall, this is a very clean shoe. NOTHING HAS BEEN ALTERED ON THE SHOE (Such as re-paints, or restorations of any sort). As Stock as it gets. Vintage is were its at. Most new Jordans will not last this long as the genuine leather and rubber used in production on the 1985s were made of much higher quality! You be the judge. Don't miss out on an opportunity to own a part of history. Free shipping to the US. International buyers will have to pay the postage in addition to the item price.",44,https://www.grailed.com/stevenskio,https://www.grailed.com/stevenskio/feedback,Size: US 11 / EU 44,NA,8
9858106,Jordan Brand × Nike,1985 Jordan 1 Chicago 85,10,NA,NA,$650,True,NA,Sold almost 2 years ,NA,/listings/9858106-jordan-brand-x-nike-1985-jordan-1-chicago-85,danielevite,NA,(366),177 ,10 ,"Beautiful Vintage Condition
Tagged 11
Fit US10
Own A Piece Of History",6,https://www.grailed.com/danielevite,https://www.grailed.com/danielevite/feedback,Size: US 10 / EU 43,NA,5
9417188,Jordan Brand,1985 Jordan 1 Chicago,8.5,NA,NA,$530,True,NA,Sold almost 2 years ,NA,/listings/9417188-jordan-brand-1985-jordan-1-chicago,soldoutflorida,NA,(113),87 ,1 ,"The original Jordan 1, iconic and legendary
This is a 100% authentic 1985 jordan 1 Chicago. It’s a size 8.5 and although I wouldn’t recommend it and am not responsible for the shoe after it’s sold, it could still be worn. It is in excellent condition but has a small chunk missing on the midsole.
Overall condition for its age 7/10.
These are a steal and don’t come around often for more questions dm me
IG-shoesanpreme",42,https://www.grailed.com/soldoutflorida,https://www.grailed.com/soldoutflorida/feedback,Size: US 8.5 / EU 41-42,NA,12
